Ticker,MarketCap_Cr,EPS_TTM,NI_CAGR_4Y_pct,Rev_CAGR_3Y_pct,DivYield_pct,ROE_pct,OPM_pct,FCF_Cr
ANANDRATHI.NS,29684.03,47.1,32.94,25.94,39.0,46.74,40.33,267.63
ABSLAMC.NS,29255.84,33.71,17.81,16.77,235.0,25.1,51.86,764.44
TIMKEN.NS,28208.53,55.31,2.02,9.59,97.0,14.41,19.53,148.42
ZFCVINDIA.NS,28081.51,272.93,17.64,3.97,3.0,14.98,16.42,664.22
LALPATHLAB.NS,27219.05,31.6,12.21,10.47,83.0,21.48,20.24,515.01
FORCEMOT.NS,26191.77,1038.5,144.78,26.79,21.0,33.51,13.43,604.57
GILLETTE.NS,25362.7,163.82,9.87,8.03,218.0,42.39,28.9,441.8
CDSL.NS,25165.69,21.84,18.24,18.72,104.0,23.91,38.92,345.92
KIRLOSENG.NS,24292.99,39.02,19.66,14.82,39.0,16.82,15.42,592.39
GESHIP.NS,23786.44,205.66,4.55,2.23,272.0,18.85,37.11,481.41
CESC.NS,23491.76,11.64,4.72,10.19,334.0,12.55,12.31,141.0
TRITURBINE.NS,22473.59,11.01,22.01,15.23,75.0,24.35,19.98,39.4
DATAPATTNS.NS,22223.96,48.39,29.83,33.38,20.0,16.73,54.95,8.09
NETWEB.NS,21929.57,36.23,63.68,73.66,7.0,32.83,11.99,159.51
HBLENGINE.NS,21472.91,28.71,43.4,19.96,26.0,18.75,33.19,117.49
PFIZER.NS,21367.85,158.14,5.01,7.2,161.0,17.16,35.15,942.34
NATCOPHARM.NS,20950.48,86.9,123.01,27.9,55.0,25.68,17.38,1185.2
KPITTECH.NS,20445.63,23.28,18.71,15.11,110.0,19.73,15.86,1052.2
SYRMA.NS,20010.85,16.91,38.61,24.08,15.0,14.14,10.43,97.81
EIHOTEL.NS,19936.61,10.29,50.92,16.57,47.0,17.57,38.91,340.49
SAGILITY.NS,19305.8,1.98,86.06,23.01,23.0,76.22,19.66,1010.76
CAMS.NS,18777.39,19.15,18.61,15.5,163.0,38.69,39.24,443.71
GRANULES.NS,18633.09,24.45,4.82,9.04,23.0,13.52,18.38,235.04
FSL.NS,18543.02,9.57,9.5,23.23,217.0,15.9,12.17,1018.25
CUB.NS,18469.51,17.83,12.26,16.2,79.0,13.24,48.06,449.92
CASTROLIND.NS,18009.94,9.7,5.23,6.2,480.0,50.01,19.52,992.81
SUNDRMFAST.NS,17903.99,28.11,6.12,7.0,102.0,14.58,11.6,464.99
ELGIEQUIP.NS,17658.25,12.77,25.2,7.47,39.0,21.45,12.22,296.1
EMAMILTD.NS,17586.58,17.75,6.62,3.47,289.0,29.27,29.42,757.21
CHALET.NS,17411.13,29.49,52.1,39.8,25.0,19.13,36.84,728.51
IGIL.NS,16117.4,11.86,20.91,8.9,133.0,33.08,62.35,438.74
CAPLIPOINT.NS,15415.17,84.07,19.45,14.12,39.0,19.94,30.9,275.1
ECLERX.NS,14702.61,74.39,13.05,18.63,3.0,34.51,21.48,754.34
CCL.NS,14184.29,29.13,10.98,29.6,70.0,18.0,12.5,788.49
USHAMART.NS,14175.92,14.33,11.83,3.03,65.0,16.23,18.41,177.11
KFINTECH.NS,14113.01,20.04,30.83,24.01,90.0,22.31,29.23,312.75
LTFOODS.NS,13766.84,18.02,15.81,18.92,99.0,14.94,10.86,550.88
RAINBOW.NS,13745.13,25.28,20.75,13.49,22.0,16.71,24.1,249.99
INOXINDIA.NS,13145.28,28.39,18.56,19.79,14.0,25.9,18.59,10.73
KIRLOSBROS.NS,12687.96,47.04,16.71,7.35,43.0,15.28,10.45,198.9
VIJAYA.NS,12626.46,16.75,26.91,21.94,17.0,21.18,30.07,87.88
INDGN.NS,12221.33,16.6,14.66,16.43,39.0,13.94,12.14,606.4
INDIAMART.NS,12202.79,78.77,18.7,14.5,148.0,20.7,31.07,687.2
CONCORDBIO.NS,12065.39,29.77,28.55,19.18,95.0,20.51,28.88,133.34
ELECON.NS,11966.13,15.17,12.83,11.4,40.0,15.85,17.55,194.7
IEX.NS,11300.34,5.54,17.24,17.12,315.0,39.42,84.19,417.99
ZENSARTECH.NS,11081.8,33.7,33.22,7.71,274.0,22.17,14.68,717.1
BLS.NS,11020.97,16.63,50.67,33.72,112.0,30.14,24.76,765.84
METROPOLIS.NS,10759.49,9.2,9.97,16.74,38.0,13.37,17.92,299.51
BBTC.NS,10700.92,178.11,39.47,6.76,223.0,28.71,16.92,2184.72
ACE.NS,10496.38,34.88,34.24,6.18,23.0,22.89,15.32,324.01
MGL.NS,10419.08,85.15,2.11,14.71,254.0,13.97,12.06,86.69
BSOFT.NS,9172.74,18.51,16.06,0.3,202.0,13.66,17.04,436.58
BATAINDIA.NS,8845.27,13.84,47.52,0.53,276.0,25.29,11.44,665.22
JYOTHYLAB.NS,7482.0,9.32,31.75,7.02,169.0,18.32,11.28,253.28
SONATSOFTW.NS,7415.32,16.75,0.91,11.49,302.0,25.72,10.9,424.43
CAMPUS.NS,7234.31,4.62,3.74,3.6,25.0,16.31,14.93,176.03
NEWGEN.NS,6177.14,21.11,24.28,23.56,134.0,18.25,31.54,191.63
