Ticker,MarketCap_Cr,EPS_TTM,NI_CAGR_4Y_pct,Rev_CAGR_3Y_pct,DivYield_pct,ROE_pct,OPM_pct,FCF_Cr
RELIANCE.NS,1914032.88,61.49,5.66,4.83,40.0,16.04,11.85,38736.0
HDFCBANK.NS,1201261.88,44.78,20.39,40.27,138.0,14.02,34.79,112922.01
BHARTIARTL.NS,1124546.59,50.61,99.05,11.5,88.0,23.12,32.16,58652.3
SBIN.NS,976599.33,91.88,29.91,13.71,152.0,15.97,29.68,42849.07
ICICIBANK.NS,891531.3,73.26,26.67,22.88,88.0,16.8,33.97,118035.25
TCS.NS,864940.04,131.94,8.2,6.42,267.0,42.63,25.18,44971.0
INFY.NS,508188.22,72.39,2.15,2.88,369.0,32.68,18.02,408.8
HINDUNILVR.NS,489420.44,43.0,6.27,2.27,207.0,288.36,20.99,10611.0
LT.NS,472495.06,127.76,20.15,18.29,99.0,20.87,10.68,4741.88
SUNPHARMA.NS,426385.81,45.53,49.47,9.66,95.0,20.14,26.17,11943.51
ITC.NS,375814.25,16.27,8.98,3.09,482.0,29.71,32.18,15348.34
AXISBANK.NS,374198.66,84.25,25.72,16.62,8.0,13.63,47.46,41938.14
KOTAKBANK.NS,364750.94,18.89,22.32,21.29,14.0,14.13,33.46,15702.89
HCLTECH.NS,360852.86,60.74,8.81,7.41,412.0,23.19,18.56,21153.0
ADANIPORTS.NS,314582.58,57.77,31.43,20.89,52.0,19.41,45.36,9177.36
HAL.NS,252957.45,133.09,18.08,6.87,131.0,25.92,15.11,11886.54
EICHERMOT.NS,189523.69,194.96,41.34,14.36,103.0,23.64,22.01,2940.59
TVSMOTOR.NS,164440.68,45.94,42.84,15.96,29.0,38.78,13.14,1024.86
BANKBARODA.NS,144772.29,37.65,38.19,11.76,306.0,12.81,41.84,28559.09
TORNTPHARM.NS,144522.98,66.95,34.98,9.36,83.0,63.95,26.7,1973.24
PIDILITIND.NS,136513.0,22.51,19.8,5.56,76.0,30.15,21.39,1834.29
UNIONBANK.NS,135631.02,24.81,50.72,12.21,276.0,15.56,46.39,15810.21
BRITANNIA.NS,135331.85,100.42,12.63,4.74,132.0,51.67,18.02,2105.8
LTIM.NS,133515.97,160.34,5.21,7.02,1.49,20.97,16.11,3596.2
ABB.NS,133446.45,78.92,17.63,12.26,63.0,22.39,14.24,979.56
PNB.NS,128201.54,15.49,68.53,12.65,265.0,12.71,44.09,20473.87
CUMMINSIND.NS,127936.12,80.65,28.9,15.64,119.0,26.96,22.92,1446.82
TRENT.NS,126539.32,45.96,144.49,44.22,14.0,28.93,13.36,392.71
IRFC.NS,123769.65,5.36,2.21,6.97,305.0,12.9,97.52,8228.75
CANBK.NS,123759.96,22.26,42.01,13.29,301.0,18.21,80.1,60668.58
INDIANB.NS,118393.41,85.49,39.57,12.01,189.0,15.75,47.53,16856.46
SOLARINDS.NS,117039.84,160.54,39.94,4.27,8.0,28.78,25.32,1461.61
BSE.NS,113963.89,52.98,73.17,90.43,21.0,30.48,81.72,260.94
DRREDDY.NS,108145.26,67.93,33.87,15.06,63.0,16.1,16.42,1203.0
POLYCAB.NS,108072.99,173.76,34.16,25.71,49.0,25.96,11.34,838.8
CGPOWER.NS,107346.38,7.14,15.71,19.31,19.0,29.81,10.92,517.1
LUPIN.NS,106148.29,101.32,176.23,16.79,53.0,26.31,26.46,1317.51
APOLLOHOSP.NS,105890.21,125.46,11.06,14.55,28.0,20.98,11.52,423.7
HEROMOTOCO.NS,105557.36,272.07,23.63,9.85,338.0,24.26,13.04,3440.76
GODREJCP.NS,104125.37,17.79,1.91,4.03,196.0,65.07,19.86,1977.41
TATACONSUM.NS,103938.16,14.83,10.96,13.21,79.0,98.29,10.98,1597.11
HDFCAMC.NS,102202.4,66.99,20.87,27.07,187.0,30.32,82.41,2030.01
CIPLA.NS,101489.57,56.26,27.96,9.9,105.0,20.12,14.03,3456.78
MARICO.NS,96428.48,13.19,9.97,5.25,142.0,75.03,15.32,1202.0
UNITDSPR.NS,94569.43,24.23,24.06,6.69,93.0,20.35,14.05,1785.0
GVT&D.NS,94196.96,41.76,236.0,24.92,13.0,34.31,26.05,816.21
MAXHEALTH.NS,93961.81,14.49,21.15,24.07,16.0,32.16,20.66,493.78
MAZDOCK.NS,93749.55,59.74,58.09,21.5,81.0,30.48,23.99,1273.34
BOSCHLTD.NS,89656.92,934.19,18.26,10.01,170.0,14.59,10.52,2058.0
ZYDUSLIFE.NS,89634.54,49.06,26.39,15.65,126.0,29.22,18.83,5064.1
ICICIGI.NS,88628.65,54.66,25.43,15.8,73.0,17.27,12.57,916.15
INDHOTEL.NS,87619.36,14.11,37.94,20.02,37.0,19.43,33.92,1077.52
LODHA.NS,79590.16,33.45,31.98,21.01,52.0,16.9,28.2,1091.4
IDBI.NS,78575.43,8.64,44.41,9.53,299.0,14.73,49.5,25446.03
DABUR.NS,76392.84,10.41,0.54,4.17,186.0,18.31,17.34,1417.21
AUROPHARMA.NS,75004.72,60.0,9.59,12.9,32.0,12.27,15.14,1405.07
PERSISTENT.NS,73753.11,110.93,26.58,19.57,96.0,24.97,16.75,920.23
TORNTPOWER.NS,73101.29,62.94,87.42,6.55,138.0,17.83,14.61,474.7
BANKINDIA.NS,68513.1,21.57,39.83,13.4,278.0,12.05,44.3,17811.4
NATIONALUM.NS,67755.25,33.44,21.3,8.43,398.0,29.68,42.15,4604.82
AUBANK.NS,67358.35,30.83,23.07,38.94,11.0,12.27,32.34,5198.05
FEDERALBNK.NS,65798.92,16.51,28.29,17.74,45.0,12.04,40.44,8046.26
SCHAEFFLER.NS,65436.53,73.64,9.37,16.54,88.0,20.21,14.39,826.2
ALKEM.NS,62861.3,198.07,9.58,5.79,97.0,18.92,19.61,1237.22
FORTIS.NS,62061.33,12.68,11.73,11.5,12.0,17.85,17.02,576.99
MCX.NS,61452.43,24.8,57.46,49.04,24.0,33.24,72.41,854.23
ATGL.NS,60730.66,5.84,8.71,6.87,4.0,15.75,16.1,22.95
OFSS.NS,57265.21,279.58,8.0,9.62,204.0,33.51,40.89,2163.7
ABBOTINDIA.NS,56767.51,718.56,20.99,9.47,179.0,33.46,25.79,959.24
NAM-INDIA.NS,53467.74,22.35,20.02,28.55,210.0,32.4,68.48,658.53
OBEROIRLTY.NS,52577.48,61.59,28.57,12.05,55.0,14.17,55.24,1470.27
JSWINFRA.NS,52347.42,7.72,66.11,19.04,32.0,21.61,35.54,24.87
COLPAL.NS,51571.2,48.75,10.04,7.54,270.0,86.32,27.3,1323.04
MAHABANK.NS,50371.99,8.42,68.74,15.94,399.0,21.17,55.35,7108.44
BERGEPAINT.NS,48705.08,9.05,12.33,4.88,93.0,20.36,12.43,839.61
HINDCOPPER.NS,47349.26,6.82,7.71,11.2,52.0,17.63,28.6,124.3
PIIND.NS,44138.06,95.69,25.31,10.62,52.0,18.24,14.31,563.0
ASTRAL.NS,43838.34,18.7,2.68,6.35,23.0,16.44,10.63,84.8
IRCTC.NS,41828.0,17.83,25.86,14.9,181.0,35.91,31.26,785.74
AIIL.NS,41798.88,42.77,85.1,156.85,4.0,28.89,78.85,253.22
BALKRISIND.NS,40695.2,67.87,4.86,3.62,75.0,15.94,16.36,281.14
GLAXO.NS,40399.95,60.37,34.55,7.46,177.0,47.86,33.71,1265.18
MOTILALOFS.NS,39926.87,32.88,24.07,29.88,164.0,22.66,41.85,930.36
MPHASIS.NS,39870.19,94.18,5.96,1.55,278.0,18.7,15.21,1843.36
PREMIERENE.NS,38837.0,28.0,305.05,113.57,9.0,33.21,27.01,727.83
JKCEMENT.NS,38634.12,132.03,7.81,9.97,30.0,15.06,11.05,219.59
COFORGE.NS,36590.54,33.42,8.26,22.62,146.0,59.68,13.36,622.7
3MINDIA.NS,36352.38,336.4,20.52,5.96,49.0,25.79,17.49,299.68
AJANTPHARM.NS,36307.74,81.25,8.9,11.24,190.0,24.58,24.64,839.31
PAGEIND.NS,35719.62,671.34,10.77,2.48,160.0,51.97,21.02,1124.03
RADICO.NS,35647.55,38.65,9.5,24.47,15.0,12.58,14.87,181.91
JBCHEPHARM.NS,34337.09,47.54,19.62,11.32,122.0,32.04,23.52,782.14
LTTS.NS,34227.86,118.62,9.8,10.02,169.0,26.88,14.61,1369.5
PGHH.NS,31509.64,220.2,1.17,5.13,237.0,87.12,31.09,425.85
SONACOMS.NS,31481.0,9.87,18.47,15.28,64.0,13.57,18.43,358.06
CRISIL.NS,29279.3,104.64,10.72,7.81,280.0,27.37,28.15,682.18
FORCEMOT.NS,28440.96,1038.07,144.78,26.79,19.0,33.36,14.16,604.57
EMCURE.NS,28025.13,45.89,0.95,14.74,20.0,19.47,15.04,444.78
ABSLAMC.NS,27280.13,35.1,11.42,17.2,257.0,25.07,64.43,677.2
HEXT.NS,26777.71,22.16,15.69,13.75,545.0,23.46,11.21,1571.6
TATAELXSI.NS,26399.47,93.31,12.61,8.89,186.0,27.53,20.92,795.64
ZFCVINDIA.NS,26177.16,262.37,48.02,5.38,14.0,14.38,15.46,119.73
GILLETTE.NS,26073.06,163.68,9.87,8.03,209.0,42.39,28.9,441.8
KARURVYSYA.NS,25509.07,23.78,42.34,14.84,80.0,16.28,54.8,4315.46
HONAUT.NS,25064.57,571.95,15.58,10.38,37.0,12.97,11.54,398.4
ANANDRATHI.NS,24936.82,44.44,33.33,30.83,43.0,45.5,45.43,208.28
CDSL.NS,24887.72,22.81,19.17,39.63,105.0,30.65,51.92,386.93
SUNTV.NS,23367.25,40.1,1.23,3.17,83.0,16.02,35.54,1279.35
HSCL.NS,22934.32,14.16,138.52,5.0,13.0,15.26,19.87,276.01
TATATECH.NS,21908.67,13.06,15.71,8.18,160.0,24.98,11.48,667.77
LALPATHLAB.NS,21843.47,31.68,12.21,10.47,98.0,35.47,20.79,515.01
WELCORP.NS,21197.84,73.7,63.22,18.5,63.0,26.99,11.54,650.95
CESC.NS,20246.76,11.14,0.27,9.24,390.0,12.47,12.81,718.34
EIHOTEL.NS,19355.02,10.27,50.92,16.57,48.0,17.57,38.91,340.49
CASTROLIND.NS,18530.22,9.6,5.23,6.2,562.0,45.47,24.94,992.81
HBLENGINE.NS,18281.01,28.69,43.4,19.96,30.0,18.75,33.19,117.49
KPITTECH.NS,18017.66,26.29,45.21,31.76,125.0,54.73,15.6,1260.0
NATCOPHARM.NS,17184.35,86.96,123.01,27.9,69.0,25.68,17.38,1185.2
SUNDRMFAST.NS,17083.44,26.33,5.68,2.57,92.0,14.17,11.86,27.55
CAMS.NS,15898.65,18.69,17.89,20.98,192.0,54.93,39.36,359.04
KFINTECH.NS,15778.19,20.08,30.83,24.01,82.0,48.51,35.76,312.75
BRIGADE.NS,15749.37,30.56,102.35,21.74,38.0,12.24,21.0,355.93
NAVA.NS,15664.12,31.47,28.92,6.31,165.0,15.32,32.99,1305.14
NEULANDLAB.NS,15404.92,139.16,59.73,11.16,10.0,20.97,12.1,110.92
ELGIEQUIP.NS,15159.57,12.8,25.2,7.47,47.0,21.45,12.22,296.1
FSL.NS,14996.85,8.92,3.42,15.4,250.0,202.92,11.93,459.9
IGIL.NS,14626.44,11.86,30.04,17.65,148.0,43.0,56.1,438.74
TRITURBINE.NS,14500.64,10.79,9.75,26.98,97.0,29.52,19.98,143.86
ECLERX.NS,13689.63,69.64,9.04,12.73,3.0,29.62,21.48,533.14
AKZOINDIA.NS,13138.84,429.74,13.97,3.74,357.0,32.33,12.97,204.5
J&KBANK.NS,13084.25,19.57,61.43,13.87,181.0,14.64,44.89,2621.05
ZENSARTECH.NS,12809.38,32.22,16.0,4.36,240.0,21.04,14.27,528.1
KIRLOSBROS.NS,12401.22,50.3,63.88,9.75,45.0,20.0,10.45,295.95
USHAMART.NS,12222.73,14.34,11.83,3.03,76.0,15.16,16.04,177.11
CAPLIPOINT.NS,12213.6,80.44,21.39,14.96,37.0,18.92,31.4,240.85
UTIAMC.NS,12089.65,43.37,11.04,13.03,276.0,15.92,56.01,466.53
INDIAMART.NS,11980.32,100.44,22.77,18.7,148.0,32.34,31.57,615.36
CONCORDBIO.NS,11427.23,29.73,28.55,19.18,97.0,20.51,28.88,133.34
RAINBOW.NS,11312.39,25.28,20.75,13.49,27.0,16.71,24.1,249.99
CANFINHOME.NS,10925.57,73.12,22.08,16.09,169.0,16.91,81.1,916.73
IEX.NS,10718.74,5.4,11.54,15.76,254.0,40.47,83.73,419.4
INDGN.NS,10589.57,18.23,35.15,10.96,45.0,19.62,12.73,411.9
BBTC.NS,10497.88,158.73,348.3,4.74,224.0,24.35,18.22,1945.51
GRAVITA.NS,10235.04,52.63,30.86,17.36,82.0,15.14,11.96,174.87
BSOFT.NS,10007.01,16.63,3.68,5.88,179.0,17.53,18.62,538.93
BLS.NS,9905.29,15.63,65.92,20.27,125.0,73.85,23.72,667.62
ACE.NS,9868.77,35.56,57.36,24.14,24.0,25.4,14.14,190.99
MGL.NS,9552.8,96.5,20.35,7.3,300.0,19.1,12.06,221.83
VIJAYA.NS,9308.04,15.5,9.26,21.8,22.0,21.86,30.07,128.92
ELECON.NS,8748.23,21.47,43.49,20.97,52.0,22.16,14.85,366.3
MANYAVAR.NS,8629.19,14.9,7.25,1.15,223.0,23.98,35.36,385.49
BATAINDIA.NS,8525.23,13.87,47.52,0.53,293.0,25.29,11.44,665.22
JYOTHYLAB.NS,7658.26,9.3,31.75,7.02,168.0,29.47,12.87,253.28
CLEAN.NS,7437.61,23.1,4.99,1.25,86.0,18.71,24.09,71.89
CAMPUS.NS,6875.85,4.61,3.74,3.6,26.0,16.31,14.93,176.03
SAREGAMA.NS,6610.44,9.97,7.51,28.53,266.0,20.95,27.02,169.53
NEWGEN.NS,6203.12,21.07,24.28,23.56,114.0,20.92,24.28,191.63
MAPMYINDIA.NS,5010.86,24.01,19.14,28.29,41.0,19.91,20.36,63.77
