Ticker,MarketCap_Cr,EPS_TTM,NI_CAGR_4Y_pct,Rev_CAGR_3Y_pct,DivYield_pct,ROE_pct,OPM_pct,FCF_Cr
MAHABANK.NS,55940.68,8.42,68.74,15.94,351.0,21.17,55.35,7108.44
HINDCOPPER.NS,55102.94,6.82,7.71,11.2,44.0,17.63,28.6,124.3
ABBOTINDIA.NS,54791.32,716.32,20.99,9.47,184.0,33.46,25.79,959.24
BERGEPAINT.NS,54771.3,9.02,12.33,4.88,80.0,20.36,12.43,839.61
MOTILALOFS.NS,49137.28,32.88,24.07,29.88,141.0,22.66,41.85,930.36
PIIND.NS,47630.26,95.54,25.31,10.62,48.0,18.24,14.31,563.0
MPHASIS.NS,46945.8,94.25,5.96,1.55,233.0,18.7,15.21,1843.36
PREMIERENE.NS,46465.17,27.99,305.05,113.57,7.0,33.21,27.01,727.83
IRCTC.NS,45192.0,17.83,25.86,14.9,172.0,35.91,31.26,785.74
BALKRISIND.NS,45039.04,67.93,4.86,3.62,75.0,15.94,16.36,281.14
COFORGE.NS,44224.81,33.49,8.26,22.62,122.0,59.68,13.36,622.7
ASTRAL.NS,43118.35,18.79,2.68,6.35,24.0,16.44,10.63,84.8
JKCEMENT.NS,42829.79,132.17,7.81,9.97,27.0,15.06,11.05,219.59
RADICO.NS,42700.68,38.56,9.5,24.47,15.0,12.58,14.87,181.91
PAGEIND.NS,42356.84,673.04,10.77,2.48,135.0,51.97,21.02,1124.03
GLAXO.NS,41570.54,60.25,34.55,7.46,174.0,47.86,33.71,1265.18
AIIL.NS,39068.62,42.81,85.1,156.85,4.0,28.89,78.85,253.22
LTTS.NS,36994.41,118.62,9.8,10.02,162.0,26.88,14.61,1369.5
SONACOMS.NS,36928.38,9.87,18.47,15.28,55.0,13.57,18.43,358.06
ESCORTS.NS,36253.23,119.8,15.14,10.49,140.0,12.1,11.29,747.47
3MINDIA.NS,35383.58,334.54,20.52,5.96,51.0,25.79,17.49,299.68
AJANTPHARM.NS,34876.53,81.15,8.9,11.24,198.0,24.58,24.64,839.31
PGHH.NS,32476.97,220.93,1.17,5.13,238.0,87.12,31.09,425.85
JBCHEPHARM.NS,32079.63,47.4,19.62,11.32,129.0,32.04,23.52,782.14
CRISIL.NS,31731.2,104.81,10.72,7.81,271.0,27.37,28.19,682.18
EMCURE.NS,31701.27,45.89,0.95,14.74,18.0,19.47,15.04,444.78
ANANDRATHI.NS,30632.95,47.23,32.94,25.94,36.0,46.74,40.33,267.63
HEXT.NS,30168.56,22.14,15.69,13.75,463.0,23.46,13.95,1571.6
FORCEMOT.NS,29485.84,1039.0,144.78,26.79,18.0,33.36,14.16,604.57
CDSL.NS,29117.88,22.84,19.17,39.63,91.0,30.65,51.92,386.93
HONAUT.NS,29006.07,569.94,15.58,10.38,33.0,12.97,11.54,398.4
TATAELXSI.NS,28609.75,93.25,12.61,8.89,163.0,27.53,20.92,795.64
WELCORP.NS,28404.87,73.67,63.22,18.5,46.0,26.99,11.54,650.95
ZFCVINDIA.NS,27503.0,262.75,48.02,5.38,13.0,14.38,12.85,119.73
KARURVYSYA.NS,26828.51,23.79,42.34,14.84,77.0,16.28,54.8,4315.46
GILLETTE.NS,25871.03,163.87,9.87,8.03,213.0,42.39,28.9,441.8
SUNTV.NS,25349.49,40.08,1.23,3.17,79.0,16.02,35.54,1279.35
HSCL.NS,24901.65,14.18,138.52,5.0,12.0,15.26,19.87,276.01
TATATECH.NS,23928.63,13.08,15.71,8.18,142.0,24.98,11.48,667.77
LALPATHLAB.NS,23411.35,31.6,12.21,10.47,92.0,35.47,20.79,515.01
CESC.NS,22732.21,11.13,0.27,9.24,352.0,12.47,12.81,718.34
HBLENGINE.NS,21801.38,28.75,43.4,19.96,26.0,18.75,33.19,117.49
KPITTECH.NS,20385.21,26.27,45.21,31.76,111.0,54.73,15.6,1260.0
EIHOTEL.NS,20130.47,10.3,50.92,16.57,47.0,17.57,38.91,340.49
NATCOPHARM.NS,20054.93,86.94,123.01,27.9,60.0,25.68,17.38,1185.2
NAVA.NS,19897.82,31.45,28.92,6.31,144.0,15.32,32.99,1305.14
NEULANDLAB.NS,19623.32,139.5,59.73,11.16,8.0,20.97,12.1,110.92
BRIGADE.NS,18644.14,30.57,102.35,21.74,34.0,12.24,21.0,355.93
CAMS.NS,18602.56,18.68,17.89,20.98,167.0,54.93,39.36,359.04
CASTROLIND.NS,18028.73,9.61,5.23,6.2,581.0,45.47,24.94,992.81
SUNDRMFAST.NS,17417.54,26.36,5.68,2.57,92.0,14.17,11.86,27.55
ELGIEQUIP.NS,17311.49,12.78,25.2,7.47,41.0,21.45,12.22,296.1
KFINTECH.NS,16840.6,20.07,30.83,24.01,78.0,48.51,35.76,312.75
FSL.NS,16538.91,8.91,3.42,15.4,225.0,202.92,11.93,459.9
TRITURBINE.NS,16385.9,10.8,9.75,26.98,94.0,29.52,19.98,143.86
IGIL.NS,16113.07,11.84,30.04,17.65,136.0,43.0,56.1,438.74
ECLERX.NS,15200.24,69.65,9.04,12.73,3.0,29.62,21.48,533.14
LTFOODS.NS,14661.6,18.74,27.48,11.91,95.0,16.08,10.86,223.45
J&KBANK.NS,14453.02,19.56,61.43,13.87,162.0,14.64,23.3,2621.05
KIRLOSBROS.NS,14010.12,50.2,63.88,9.75,40.0,20.0,10.45,295.95
USHAMART.NS,13684.82,14.34,11.83,3.03,67.0,15.16,16.04,177.11
ZENSARTECH.NS,13665.38,32.24,16.0,4.36,228.0,21.04,14.27,528.1
AKZOINDIA.NS,13555.07,429.5,13.97,3.74,348.0,32.33,12.97,204.5
CAPLIPOINT.NS,13483.61,80.48,21.39,15.44,34.0,18.92,31.4,240.85
UTIAMC.NS,13299.34,43.4,11.04,13.03,260.0,15.92,56.01,466.53
INDIAMART.NS,13040.55,100.46,22.77,18.7,139.0,32.34,31.57,615.36
RAINBOW.NS,12699.61,25.26,20.75,13.49,24.0,16.71,24.1,249.99
BLS.NS,12221.05,15.61,65.92,20.27,100.0,73.85,23.72,667.62
IEX.NS,12077.59,5.4,11.54,15.76,223.0,40.47,83.73,419.4
GRAVITA.NS,11951.08,52.74,30.86,17.36,69.0,15.14,11.96,174.87
INDGN.NS,11713.06,18.2,35.15,10.96,41.0,19.62,12.73,411.9
CANFINHOME.NS,11587.06,73.17,22.08,16.09,163.0,16.91,81.1,916.73
CONCORDBIO.NS,11316.33,29.77,28.55,19.18,103.0,20.51,28.88,133.34
MGL.NS,11119.91,96.51,20.35,7.3,275.0,19.1,12.06,221.83
BSOFT.NS,10919.53,16.65,3.68,5.88,167.0,17.53,18.62,538.93
ACE.NS,10914.98,35.51,57.36,24.14,22.0,25.4,14.14,190.99
MANYAVAR.NS,10752.77,14.89,7.25,1.15,186.0,23.98,35.36,385.49
BBTC.NS,10649.98,158.66,348.3,4.74,227.0,24.35,18.22,1945.51
VIJAYA.NS,10521.7,15.49,9.26,21.8,20.0,21.86,30.07,128.92
BATAINDIA.NS,9734.03,13.89,47.52,0.53,254.0,25.29,11.44,665.22
ELECON.NS,9262.11,15.19,12.83,11.4,49.0,15.85,17.55,194.7
JYOTHYLAB.NS,8752.19,9.3,31.75,7.02,153.0,29.47,12.87,253.28
CLEAN.NS,8052.36,23.07,4.99,1.25,80.0,18.71,24.09,71.89
CAMPUS.NS,7573.21,4.62,3.74,3.6,24.0,16.31,14.93,176.03
NEWGEN.NS,6807.11,21.09,24.28,23.56,105.0,20.92,24.28,191.63
SAREGAMA.NS,6606.6,9.98,7.51,28.53,262.0,20.95,27.02,169.53
MAPMYINDIA.NS,5230.57,24.06,19.14,28.29,38.0,19.91,20.36,63.77
