Ticker,MarketCap_Cr,EPS_TTM,NI_CAGR_4Y_pct,Rev_CAGR_3Y_pct,DivYield_pct,ROE_pct,OPM_pct,FCF_Cr
RELIANCE.NS,1886291.34,61.48,5.66,4.83,39.0,16.04,11.85,38736.0
HDFCBANK.NS,1366071.08,44.84,20.39,40.27,122.0,14.02,34.79,112922.01
BHARTIARTL.NS,1144770.37,50.56,99.05,11.5,83.0,23.12,32.16,58652.3
SBIN.NS,1109243.25,91.8,29.91,13.71,131.0,15.97,29.68,42849.07
ICICIBANK.NS,986705.09,73.2,26.67,22.88,78.0,16.8,33.97,118035.25
TCS.NS,954234.36,131.86,8.2,6.42,238.0,42.63,25.18,44971.0
LT.NS,588527.86,127.74,20.15,18.29,79.0,20.87,10.68,4741.88
HINDUNILVR.NS,549437.73,43.14,6.27,2.27,180.0,288.36,20.99,10611.0
INFY.NS,525980.19,70.0,2.15,2.88,349.0,32.68,18.02,408.8
AXISBANK.NS,429892.02,84.29,25.72,16.62,7.0,13.63,47.46,41938.14
SUNPHARMA.NS,416764.47,45.54,49.47,9.66,92.0,20.14,26.17,11943.51
KOTAKBANK.NS,412936.86,18.89,22.32,21.29,12.0,14.13,33.46,15702.89
ITC.NS,392916.66,16.27,8.98,3.09,451.0,29.71,32.18,15348.34
HCLTECH.NS,375842.17,60.71,8.81,7.41,393.0,23.19,18.56,21153.0
ADANIPORTS.NS,350432.16,57.68,31.43,20.89,45.0,19.41,45.36,9177.36
HAL.NS,261705.01,133.1,18.08,6.87,125.0,25.92,15.11,11886.54
EICHERMOT.NS,219739.39,194.92,41.34,14.36,85.0,23.64,22.01,2940.59
TVSMOTOR.NS,183795.31,45.87,42.84,15.96,25.0,38.78,13.14,1024.86
BANKBARODA.NS,166492.02,37.64,38.19,11.76,257.0,12.81,41.84,28559.09
UNIONBANK.NS,154445.11,24.81,50.72,12.21,236.0,15.56,46.39,15810.21
PIDILITIND.NS,151842.94,22.45,19.8,5.56,66.0,30.15,21.39,1834.29
PNB.NS,148788.74,15.49,68.53,12.65,222.0,12.71,44.09,20473.87
TORNTPHARM.NS,146658.56,67.32,34.98,9.36,80.0,63.95,26.7,1973.24
BRITANNIA.NS,144581.18,100.03,12.63,4.74,122.0,51.67,18.02,2105.8
CANBK.NS,142744.84,22.27,42.01,13.29,252.0,18.21,80.1,60668.58
TRENT.NS,138622.34,45.89,144.49,44.22,13.0,28.93,13.36,392.71
CUMMINSIND.NS,135780.87,80.89,28.9,15.64,108.0,26.96,22.92,1446.82
IRFC.NS,135324.38,5.36,2.21,6.97,257.0,12.9,97.52,8228.75
LTIM.NS,133693.83,160.34,5.21,7.02,149.0,20.97,16.11,3596.2
INDIANB.NS,133464.59,85.47,39.57,12.01,164.0,15.75,47.53,16856.46
POLYCAB.NS,129767.47,173.52,34.16,25.71,41.0,25.96,11.34,838.8
ABB.NS,128699.43,83.41,52.12,19.26,64.0,22.39,14.24,1117.85
IDBI.NS,124750.73,8.64,44.41,9.53,185.0,14.73,49.5,25446.03
GODREJCP.NS,124580.03,17.84,1.91,4.03,161.0,65.07,19.86,1977.41
SOLARINDS.NS,122197.77,160.93,39.94,4.27,7.0,28.78,25.32,1461.61
HDFCAMC.NS,115583.33,66.92,20.87,27.07,163.0,30.32,82.41,2030.01
HEROMOTOCO.NS,114251.27,271.99,23.63,9.85,302.0,24.26,13.04,3440.76
CGPOWER.NS,114228.87,7.19,15.71,19.31,18.0,29.81,10.92,517.1
TATACONSUM.NS,112908.57,14.84,10.96,13.21,71.0,98.29,10.98,1597.11
APOLLOHOSP.NS,112461.17,125.18,11.06,14.55,26.0,20.98,11.52,423.7
BSE.NS,109943.21,52.94,73.17,90.43,21.0,30.48,81.72,260.94
CIPLA.NS,108904.99,56.23,27.96,9.9,96.0,20.12,14.03,3456.78
BOSCHLTD.NS,107461.44,933.2,18.26,10.01,139.0,14.59,10.52,2058.0
DRREDDY.NS,107093.25,67.94,33.87,15.06,61.0,16.1,16.42,1203.0
MAXHEALTH.NS,106344.94,14.54,21.15,24.07,14.0,32.16,20.66,493.78
LUPIN.NS,105206.78,101.29,176.23,16.79,52.0,26.31,26.46,1317.51
MARICO.NS,102154.04,13.21,9.97,5.25,130.0,75.03,15.32,1202.0
UNITDSPR.NS,100439.56,24.17,24.06,6.69,86.0,20.35,14.05,1785.0
LODHA.NS,98701.19,33.48,31.98,21.01,42.0,16.9,28.2,1091.4
GVT&D.NS,98583.03,41.74,236.0,24.92,13.0,34.31,26.05,816.21
ICICIGI.NS,95067.69,54.7,25.43,15.8,67.0,17.27,12.57,916.15
INDHOTEL.NS,94950.04,14.1,37.94,20.02,33.0,19.43,33.92,1077.52
ZYDUSLIFE.NS,92775.02,49.08,26.39,15.65,117.0,29.22,18.83,5064.1
DABUR.NS,91965.83,10.38,0.54,4.17,153.0,18.31,17.34,1417.21
MAZDOCK.NS,89748.01,59.67,58.09,21.5,85.0,30.48,23.99,1273.34
BANKINDIA.NS,80149.72,21.57,39.83,13.4,229.0,12.05,44.3,17811.4
TORNTPOWER.NS,78931.45,62.92,87.42,6.55,128.0,17.83,14.61,474.7
PERSISTENT.NS,74007.99,110.93,26.58,19.57,92.0,24.97,16.75,920.23
FEDERALBNK.NS,73747.52,16.5,28.29,17.74,40.0,12.04,40.44,8046.26
AUBANK.NS,71606.06,30.83,23.07,38.94,10.0,12.27,32.34,5198.05
FORTIS.NS,71166.13,12.72,11.73,11.5,10.0,17.85,17.02,576.99
AUROPHARMA.NS,70881.03,60.06,9.59,12.9,33.0,12.27,15.14,1405.07
SCHAEFFLER.NS,68104.64,68.24,14.28,9.71,64.0,20.21,14.39,95.85
ALKEM.NS,67428.68,198.44,9.58,5.79,89.0,18.92,19.61,1237.22
NATIONALUM.NS,65199.49,33.46,21.3,8.43,415.0,29.68,42.15,4604.82
MCX.NS,62185.43,24.83,57.46,49.04,24.0,33.24,72.41,854.23
COLPAL.NS,61319.16,48.89,10.04,7.54,222.0,86.32,27.3,1323.04
OFSS.NS,60361.45,279.75,8.0,9.62,190.0,33.51,40.89,2163.7
NAM-INDIA.NS,59347.48,22.36,20.02,28.55,191.0,32.4,68.48,658.53
MAHABANK.NS,57502.07,8.42,68.74,15.94,330.0,21.17,55.35,7108.44
ABBOTINDIA.NS,56374.4,716.86,20.99,9.47,180.0,33.46,25.79,959.24
ATGL.NS,56340.09,5.83,8.71,6.87,5.0,15.75,16.1,22.95
OBEROIRLTY.NS,55377.63,61.47,28.57,12.05,52.0,14.17,55.24,1470.27
HINDCOPPER.NS,54783.7,6.83,7.71,11.2,42.0,17.63,28.6,124.3
BERGEPAINT.NS,53310.26,9.05,12.33,4.88,83.0,20.36,12.43,839.61
JSWINFRA.NS,53108.2,7.72,66.11,19.04,31.0,21.61,35.54,24.87
PIIND.NS,47290.45,95.59,25.31,10.62,48.0,18.24,14.31,563.0
BALKRISIND.NS,46084.88,67.96,4.86,3.62,65.0,15.94,16.36,281.14
IRCTC.NS,45564.0,17.85,25.86,14.9,160.0,35.91,31.26,785.74
ASTRAL.NS,44808.16,18.69,2.68,6.35,22.0,16.44,10.63,84.8
MPHASIS.NS,43786.47,94.3,5.96,1.55,252.0,18.7,15.21,1843.36
JKCEMENT.NS,43702.92,134.09,7.81,9.97,26.0,15.06,11.05,219.59
MOTILALOFS.NS,43628.39,32.83,24.07,29.88,150.0,22.66,41.85,930.36
GLAXO.NS,43564.46,60.4,34.55,7.46,160.0,47.86,33.71,1265.18
3MINDIA.NS,42249.64,335.39,20.52,5.96,44.0,25.79,17.49,299.68
AIIL.NS,40919.93,42.77,85.1,156.85,4.0,28.89,78.85,253.22
COFORGE.NS,39832.06,33.49,8.26,22.62,133.0,59.68,13.36,622.7
AJANTPHARM.NS,37422.71,81.32,8.9,11.24,188.0,24.58,24.64,839.31
LTTS.NS,37230.08,118.43,9.8,10.02,169.0,26.88,14.61,1369.5
PGHH.NS,36846.18,221.04,1.17,5.13,205.0,87.12,31.09,425.85
PAGEIND.NS,35826.96,670.9,10.77,2.48,155.0,51.97,21.02,1124.03
RADICO.NS,35475.08,38.62,9.5,24.47,15.0,12.58,14.87,181.91
SONACOMS.NS,33237.72,9.87,18.47,15.28,59.0,13.57,18.43,358.06
JBCHEPHARM.NS,32976.67,47.46,19.62,11.32,122.0,32.04,23.52,782.14
PREMIERENE.NS,32830.12,27.99,305.05,113.57,10.0,33.21,27.01,727.83
FORCEMOT.NS,32072.34,1038.65,144.78,26.79,16.0,33.36,14.16,604.57
CRISIL.NS,32031.28,104.55,10.72,7.81,250.0,27.37,28.15,682.18
KARURVYSYA.NS,31531.11,23.81,42.34,14.84,64.0,16.28,54.8,4315.46
HEXT.NS,28852.53,22.17,15.69,13.75,487.0,23.46,11.21,1571.6
ZFCVINDIA.NS,28762.44,262.05,48.02,5.38,12.0,14.38,15.46,119.73
TATAELXSI.NS,28129.37,93.31,12.61,8.89,166.0,27.53,20.92,795.64
EMCURE.NS,27592.28,45.96,0.95,14.74,21.0,19.47,15.04,444.78
HONAUT.NS,27404.69,572.15,15.58,10.38,34.0,12.97,11.54,398.4
GILLETTE.NS,27184.22,164.03,9.87,8.03,200.0,42.39,28.9,441.8
CDSL.NS,26588.98,22.81,19.17,39.63,96.0,30.65,51.92,386.93
ABSLAMC.NS,25843.25,35.14,11.42,17.2,263.0,25.07,64.43,677.2
ANANDRATHI.NS,25538.78,44.25,33.33,30.83,42.0,45.5,45.43,208.28
SUNTV.NS,25522.89,40.05,1.23,3.17,164.0,16.02,35.54,1279.35
HSCL.NS,24494.19,14.15,138.52,5.0,12.0,15.26,19.87,276.01
TATATECH.NS,23759.12,13.06,15.71,8.18,143.0,24.98,11.48,667.77
LALPATHLAB.NS,23374.62,31.63,12.21,10.47,92.0,35.47,20.79,515.01
WELCORP.NS,21762.17,73.66,63.22,18.5,61.0,26.99,11.54,650.95
KPITTECH.NS,21004.72,26.27,45.21,31.76,104.0,54.73,15.6,1260.0
CESC.NS,20963.89,11.14,0.27,9.24,376.0,12.47,12.81,718.34
EIHOTEL.NS,19608.29,10.28,50.92,16.57,47.0,17.57,38.91,340.49
HBLENGINE.NS,18980.92,28.71,43.4,19.96,29.0,18.75,33.19,117.49
CASTROLIND.NS,18487.69,9.61,5.23,6.4,560.0,45.47,24.94,992.81
SUNDRMFAST.NS,18347.36,26.38,5.68,2.57,82.0,14.17,11.86,27.55
NATCOPHARM.NS,17714.81,86.91,123.01,27.9,67.0,25.68,17.38,1185.2
BRIGADE.NS,16976.01,30.58,102.35,21.74,35.0,12.24,21.0,355.93
ELGIEQUIP.NS,16886.95,12.77,25.2,7.47,41.0,21.45,12.22,296.1
NAVA.NS,16855.56,31.43,28.92,6.31,150.0,15.32,32.99,1305.14
CAMS.NS,16796.91,18.64,17.89,20.98,174.0,54.93,39.36,359.04
KFINTECH.NS,16502.85,20.03,30.83,24.01,77.0,48.51,35.76,312.75
NEULANDLAB.NS,16470.87,139.96,59.73,11.16,9.0,20.97,12.1,110.92
TRITURBINE.NS,15551.2,10.76,9.75,26.98,91.0,29.52,19.98,143.86
FSL.NS,14732.81,8.92,3.42,15.4,250.0,202.92,11.93,459.9
ECLERX.NS,14694.38,139.35,9.04,12.73,3.0,29.62,21.48,533.14
IGIL.NS,14261.27,11.86,30.04,17.65,152.0,43.0,56.1,438.74
KSB.NS,13405.37,15.12,18.32,18.05,56.0,17.1,14.54,86.6
AKZOINDIA.NS,13367.45,429.74,13.97,3.74,330.0,32.33,12.97,204.5
J&KBANK.NS,13367.25,19.57,61.43,13.87,177.0,14.64,44.89,2621.05
CAPLIPOINT.NS,12944.54,80.55,21.39,14.96,35.0,18.92,31.4,240.85
INDIAMART.NS,12806.88,100.53,22.77,18.7,138.0,32.34,31.57,615.36
ZENSARTECH.NS,12800.01,32.25,16.0,4.36,242.0,21.04,14.27,528.1
CONCORDBIO.NS,12769.45,29.79,28.55,19.18,85.0,20.51,28.88,133.34
USHAMART.NS,12757.86,14.34,11.83,3.03,70.0,15.16,16.04,177.11
UTIAMC.NS,12688.69,43.33,11.04,13.03,253.0,15.92,56.01,466.53
KIRLOSBROS.NS,12571.19,50.19,63.88,9.75,44.0,20.0,10.45,295.95
RAINBOW.NS,12077.85,25.24,20.75,13.49,25.0,16.71,24.1,249.99
MGL.NS,12048.91,96.43,20.35,7.3,249.0,19.1,12.06,221.83
INDGN.NS,11926.94,18.21,35.15,10.96,40.0,19.62,12.73,411.9
BBTC.NS,11820.76,158.7,348.3,4.74,197.0,24.35,18.22,1945.51
GRAVITA.NS,11748.59,52.73,30.86,17.36,71.0,15.14,11.96,174.87
BLS.NS,11473.83,15.61,65.92,20.27,107.0,73.85,23.72,667.62
CANFINHOME.NS,11233.24,73.18,22.08,16.09,158.0,16.91,81.1,916.73
IEX.NS,11173.17,5.39,11.54,15.76,235.0,40.47,83.73,419.4
BSOFT.NS,10872.18,16.65,3.68,5.88,169.0,17.53,18.62,538.93
ACE.NS,10529.94,35.5,57.36,24.14,22.0,25.4,14.14,190.99
VIJAYA.NS,10335.98,15.47,9.26,21.8,20.0,21.86,30.07,128.92
BATAINDIA.NS,10140.82,13.83,47.52,0.53,239.0,25.29,11.44,665.22
MANYAVAR.NS,9474.74,14.92,7.25,1.15,200.0,23.98,35.36,385.49
ELECON.NS,9331.67,21.47,43.49,20.97,47.0,22.16,14.85,366.3
JYOTHYLAB.NS,9307.42,9.31,31.75,7.02,138.0,29.47,12.87,253.28
CAMPUS.NS,7931.67,4.61,3.74,3.6,23.0,16.31,14.93,176.03
CLEAN.NS,7826.74,23.11,4.99,1.25,83.0,18.71,24.09,71.89
NEWGEN.NS,7162.6,21.08,24.28,23.56,97.0,20.92,24.28,191.63
SAREGAMA.NS,6397.2,9.96,7.51,28.53,273.0,20.95,27.02,169.53
MAPMYINDIA.NS,5658.77,24.0,19.14,28.29,33.0,19.91,20.36,63.77
